order_id,customer_id,order_date,store_name,city,region,category,channel,customer_segment,units_sold,sales,profit,returns
ORD-1231,CUST-3607,2025-05-15,Trend Hub,Los Angeles,West,Groceries,Marketplace,New,9,726.57,181.64,0
ORD-1232,CUST-2152,2025-06-15,Daily Basket,Seattle,West,Home Goods,Marketplace,Returning,8,1283.04,230.95,0
ORD-1233,CUST-6999,2024-04-28,Urban Mart,Chicago,North,Beauty,Marketplace,New,11,967.27,193.45,0
ORD-1234,CUST-9394,2024-08-11,Daily Basket,Miami,South,Beauty,In-Store,VIP,14,1360.8,272.16,0
ORD-1235,CUST-4153,2025-02-26,Prime Market,Miami,South,Groceries,Wholesale,Returning,8,711.66,177.91,0
ORD-1236,CUST-1851,2024-10-30,QuickStop,Miami,South,Home Goods,Online,Returning,10,1311.55,236.08,0
ORD-1237,CUST-5791,2024-09-30,Prime Market,Boston,East,Groceries,Online,VIP,10,1110.04,277.51,0
ORD-1238,CUST-7019,2024-05-20,QuickStop,Boston,East,Groceries,Online,Returning,2,177.61,44.4,1
ORD-1239,CUST-6548,2024-12-25,Prime Market,Los Angeles,West,Electronics,Marketplace,VIP,10,2460.38,541.28,1
ORD-1240,CUST-7690,2024-01-22,QuickStop,Los Angeles,West,Apparel,Online,New,6,714.15,114.26,0
ORD-1241,CUST-8924,2024-05-10,Prime Market,Miami,South,Apparel,Online,Returning,14,1502.32,240.37,0
ORD-1242,CUST-2445,2025-04-25,QuickStop,Seattle,West,Apparel,Online,New,12,1428.3,228.53,0
ORD-1243,CUST-8662,2024-03-22,Value Cart,Miami,South,Home Goods,Marketplace,New,17,1783.71,321.07,0
ORD-1244,CUST-1909,2024-04-12,QuickStop,Los Angeles,West,Groceries,Wholesale,Returning,2,231.66,57.91,0
ORD-1245,CUST-9413,2024-10-03,Value Cart,Miami,South,Beauty,Marketplace,VIP,11,1154.74,230.95,0
ORD-1246,CUST-8538,2024-07-21,Urban Mart,Toronto,North,Electronics,Marketplace,VIP,4,929.04,204.39,0
ORD-1247,CUST-4902,2025-01-21,QuickStop,Dallas,South,Electronics,Online,VIP,9,1810.84,398.38,0
ORD-1248,CUST-6567,2025-01-12,Value Cart,New York,East,Beauty,Online,Returning,14,1434.51,286.9,1
ORD-1249,CUST-5429,2024-11-13,Value Cart,Dallas,South,Groceries,Online,Returning,3,232.5,58.12,0
ORD-1250,CUST-8279,2024-07-07,Value Cart,Toronto,North,Groceries,Online,Returning,4,381.05,95.26,0
ORD-1251,CUST-2203,2024-05-14,Value Cart,Chicago,North,Groceries,Marketplace,VIP,11,1230.11,307.53,0
ORD-1252,CUST-9627,2024-08-23,Trend Hub,Miami,South,Apparel,In-Store,VIP,9,1049.76,167.96,1
ORD-1253,CUST-7855,2024-04-21,Trend Hub,Boston,East,Apparel,Marketplace,Returning,1,115.47,18.48,0
ORD-1254,CUST-2401,2025-04-03,Trend Hub,Seattle,West,Electronics,Online,VIP,16,4191.75,922.19,0
ORD-1255,CUST-2549,2024-02-07,Value Cart,Los Angeles,West,Beauty,In-Store,VIP,8,1012.5,202.5,1
ORD-1256,CUST-9678,2025-06-13,Daily Basket,Miami,South,Electronics,Wholesale,New,4,629.54,138.5,0
ORD-1257,CUST-4257,2025-01-03,Daily Basket,Seattle,West,Apparel,Marketplace,New,17,1900.26,304.04,0
ORD-1258,CUST-5890,2025-05-31,QuickStop,New York,East,Beauty,In-Store,Returning,7,623.7,124.74,0
ORD-1259,CUST-3519,2024-04-27,Daily Basket,Seattle,West,Beauty,In-Store,Returning,8,810.0,162.0,0
ORD-1260,CUST-8018,2024-07-16,Urban Mart,Toronto,North,Electronics,Wholesale,New,10,1934.54,425.6,0
ORD-1261,CUST-3543,2024-04-15,Value Cart,Los Angeles,West,Electronics,Online,New,3,535.61,117.83,0
ORD-1262,CUST-9793,2025-06-17,Prime Market,Seattle,West,Apparel,Wholesale,VIP,15,3007.12,481.14,0
ORD-1263,CUST-4278,2024-11-03,Urban Mart,Toronto,North,Groceries,Online,New,4,324.59,81.15,0
ORD-1264,CUST-8204,2025-05-14,Value Cart,Dallas,South,Beauty,Marketplace,New,9,643.85,128.77,0
ORD-1265,CUST-4664,2024-12-22,QuickStop,Los Angeles,West,Electronics,In-Store,New,2,310.5,68.31,0
ORD-1266,CUST-5863,2024-08-27,QuickStop,Boston,East,Home Goods,In-Store,VIP,3,490.05,88.21,0
ORD-1267,CUST-7907,2024-12-03,Value Cart,Miami,South,Electronics,Wholesale,New,8,1259.09,277.0,0
ORD-1268,CUST-1965,2025-01-29,Daily Basket,Seattle,West,Groceries,Marketplace,New,14,1130.22,282.56,0
ORD-1269,CUST-5612,2024-10-17,Value Cart,New York,East,Groceries,In-Store,New,17,1118.26,279.56,0
ORD-1270,CUST-3051,2024-09-18,QuickStop,Seattle,West,Electronics,Wholesale,Returning,5,1202.85,264.63,0
ORD-1271,CUST-7454,2024-11-30,QuickStop,Chicago,North,Electronics,In-Store,Returning,16,2752.7,605.59,0
ORD-1272,CUST-4853,2024-02-03,Daily Basket,Los Angeles,West,Beauty,Wholesale,VIP,16,2673.0,534.6,0
ORD-1273,CUST-9368,2024-04-15,Value Cart,Los Angeles,West,Home Goods,In-Store,Returning,12,1782.0,320.76,0
ORD-1274,CUST-5551,2025-06-09,Value Cart,New York,East,Apparel,Wholesale,VIP,7,1234.93,197.59,0
ORD-1275,CUST-4365,2024-09-24,Trend Hub,Dallas,South,Apparel,Wholesale,Returning,3,369.52,59.12,0
ORD-1276,CUST-1996,2024-12-08,Trend Hub,Chicago,North,Groceries,Wholesale,New,10,931.44,232.86,0
ORD-1277,CUST-7548,2025-03-14,Trend Hub,Toronto,North,Home Goods,In-Store,New,9,1074.74,193.45,0
ORD-1278,CUST-5305,2025-02-20,QuickStop,Chicago,North,Electronics,Marketplace,Returning,14,2601.31,572.29,0
ORD-1279,CUST-2341,2024-07-31,Trend Hub,Miami,South,Home Goods,Online,VIP,10,1639.44,295.1,0
ORD-1280,CUST-8334,2024-02-08,Trend Hub,Miami,South,Beauty,Wholesale,VIP,2,256.61,51.32,0
ORD-1281,CUST-4089,2024-08-28,Trend Hub,Seattle,West,Home Goods,In-Store,New,3,379.5,68.31,0
ORD-1282,CUST-3454,2024-08-02,QuickStop,New York,East,Beauty,Online,New,4,349.14,69.83,0
ORD-1283,CUST-1531,2024-01-08,Trend Hub,Dallas,South,Groceries,In-Store,VIP,5,421.2,105.3,0
ORD-1284,CUST-9988,2025-05-23,Value Cart,Miami,South,Beauty,Online,VIP,11,1229.58,245.92,0
ORD-1285,CUST-7393,2024-08-29,QuickStop,Los Angeles,West,Apparel,Marketplace,Returning,8,1049.76,167.96,1
ORD-1286,CUST-6112,2024-01-09,Prime Market,New York,East,Apparel,In-Store,Returning,8,855.36,136.86,0
ORD-1287,CUST-7934,2024-12-17,Urban Mart,Los Angeles,West,Beauty,Online,New,14,1388.62,277.72,0
ORD-1288,CUST-4614,2025-06-28,Urban Mart,Boston,East,Groceries,Online,New,3,226.94,56.73,0
ORD-1289,CUST-2938,2025-03-25,QuickStop,Boston,East,Apparel,In-Store,VIP,10,1336.5,213.84,0
ORD-1290,CUST-4625,2024-04-02,Daily Basket,Toronto,North,Electronics,Wholesale,VIP,14,3974.22,874.33,0
ORD-1291,CUST-9291,2024-01-02,Trend Hub,Boston,East,Beauty,Online,New,14,1221.99,244.4,0
ORD-1292,CUST-3117,2025-05-14,Trend Hub,Seattle,West,Beauty,Marketplace,VIP,8,1093.5,218.7,0
ORD-1293,CUST-7979,2024-07-06,Trend Hub,Los Angeles,West,Electronics,In-Store,VIP,8,1822.5,400.95,0
ORD-1294,CUST-2917,2025-02-28,Value Cart,Boston,East,Home Goods,Wholesale,VIP,15,3234.33,582.18,1
ORD-1295,CUST-7559,2024-11-08,QuickStop,New York,East,Groceries,Online,New,4,302.59,75.65,0
ORD-1296,CUST-4343,2025-03-19,Urban Mart,Seattle,West,Home Goods,In-Store,VIP,3,556.88,100.24,0
ORD-1297,CUST-7646,2024-04-04,Prime Market,Chicago,North,Apparel,In-Store,VIP,15,2150.55,344.09,0
ORD-1298,CUST-9309,2025-01-12,Urban Mart,Chicago,North,Apparel,Wholesale,Returning,5,756.99,121.12,0
ORD-1299,CUST-2563,2025-06-27,Daily Basket,New York,East,Groceries,Online,Returning,8,710.42,177.6,0
ORD-1300,CUST-9167,2024-04-11,Trend Hub,Miami,South,Home Goods,Online,VIP,4,655.78,118.04,0
ORD-1301,CUST-5620,2024-12-14,Trend Hub,Dallas,South,Electronics,In-Store,New,3,357.7,78.69,0
ORD-1302,CUST-1316,2024-08-07,Prime Market,Seattle,West,Groceries,Wholesale,Returning,5,579.15,144.79,0
ORD-1303,CUST-3233,2025-03-06,Daily Basket,New York,East,Electronics,Online,Returning,16,2950.99,649.22,0
ORD-1304,CUST-3751,2025-04-09,Value Cart,Toronto,North,Electronics,Marketplace,VIP,10,2322.59,510.97,0
ORD-1305,CUST-9776,2024-10-21,Urban Mart,Los Angeles,West,Electronics,Marketplace,New,16,2682.72,590.2,0
ORD-1306,CUST-8383,2024-08-29,Trend Hub,Chicago,North,Apparel,Marketplace,VIP,1,154.84,24.77,0
ORD-1307,CUST-5545,2024-12-05,Urban Mart,Miami,South,Groceries,Online,New,9,594.17,148.54,0
ORD-1308,CUST-3220,2024-11-14,Daily Basket,Seattle,West,Beauty,Marketplace,VIP,14,1913.63,382.73,0
ORD-1309,CUST-1071,2024-06-07,Value Cart,New York,East,Beauty,Online,Returning,14,1434.51,286.9,0
ORD-1310,CUST-6743,2025-01-29,Urban Mart,Los Angeles,West,Groceries,In-Store,Returning,7,614.25,153.56,0
ORD-1311,CUST-5648,2024-02-08,Urban Mart,Seattle,West,Apparel,In-Store,Returning,15,1822.5,291.6,0
ORD-1312,CUST-3711,2025-03-06,Value Cart,New York,East,Groceries,In-Store,VIP,14,1351.35,337.84,0
ORD-1313,CUST-5098,2024-04-23,Value Cart,Miami,South,Home Goods,Wholesale,VIP,15,2822.69,508.08,1
ORD-1314,CUST-1496,2024-04-30,Trend Hub,Los Angeles,West,Apparel,Wholesale,Returning,9,1443.42,230.95,0
ORD-1315,CUST-4238,2025-03-23,Urban Mart,Los Angeles,West,Groceries,In-Store,Returning,17,1491.75,372.94,1
ORD-1316,CUST-8970,2025-02-14,Value Cart,New York,East,Groceries,Online,VIP,13,1443.05,360.76,0
ORD-1317,CUST-4063,2024-10-26,Daily Basket,New York,East,Beauty,Online,VIP,4,512.33,102.47,1
ORD-1318,CUST-5783,2025-06-08,Urban Mart,Dallas,South,Beauty,In-Store,VIP,16,1555.2,311.04,0
ORD-1319,CUST-1523,2024-03-08,Value Cart,Miami,South,Home Goods,Online,New,16,1787.6,321.77,0
ORD-1320,CUST-9125,2024-07-10,Urban Mart,Los Angeles,West,Electronics,In-Store,VIP,3,683.44,150.36,0
ORD-1321,CUST-4423,2025-03-27,Trend Hub,Dallas,South,Home Goods,Online,New,2,223.45,40.22,0
ORD-1322,CUST-8444,2024-02-09,Urban Mart,Chicago,North,Electronics,Online,New,9,1516.85,333.71,0
ORD-1323,CUST-9448,2024-02-16,Value Cart,Seattle,West,Apparel,Marketplace,New,11,1229.58,196.73,0
ORD-1324,CUST-2527,2025-01-24,Daily Basket,Miami,South,Home Goods,Online,Returning,2,262.31,47.22,0
ORD-1325,CUST-9575,2025-03-03,Urban Mart,Miami,South,Beauty,Online,VIP,15,1676.7,335.34,0
ORD-1326,CUST-3768,2025-01-10,QuickStop,Boston,East,Electronics,Marketplace,VIP,4,866.05,190.53,0
ORD-1327,CUST-4052,2024-09-04,QuickStop,Boston,East,Electronics,In-Store,VIP,10,2004.75,441.05,0
ORD-1328,CUST-2215,2024-10-30,Prime Market,Dallas,South,Beauty,Online,Returning,16,1430.78,286.16,0
ORD-1329,CUST-4916,2024-12-03,Daily Basket,Boston,East,Beauty,Online,VIP,8,1024.65,204.93,0
ORD-1330,CUST-3133,2024-02-17,Trend Hub,Seattle,West,Apparel,Marketplace,VIP,14,2296.35,367.42,0
ORD-1331,CUST-7492,2024-09-10,Daily Basket,New York,East,Groceries,In-Store,Returning,9,694.98,173.75,0
ORD-1332,CUST-7636,2025-05-22,QuickStop,Seattle,West,Apparel,Wholesale,Returning,17,2726.46,436.23,1
ORD-1333,CUST-9712,2024-08-12,Prime Market,Boston,East,Apparel,Marketplace,Returning,9,1039.26,166.28,0
ORD-1334,CUST-1856,2025-06-10,Value Cart,New York,East,Electronics,In-Store,New,3,409.86,90.17,1
ORD-1335,CUST-9778,2024-12-19,Daily Basket,Miami,South,Apparel,Wholesale,VIP,1,153.96,24.63,0
ORD-1336,CUST-3935,2024-03-25,QuickStop,Chicago,North,Electronics,In-Store,Returning,4,688.18,151.4,0
ORD-1337,CUST-2407,2024-06-17,Daily Basket,Miami,South,Electronics,Online,New,16,2193.87,482.65,0
ORD-1338,CUST-3581,2025-02-17,Prime Market,Dallas,South,Groceries,Marketplace,New,13,806.01,201.5,0
ORD-1339,CUST-4067,2025-01-08,Value Cart,Dallas,South,Beauty,Marketplace,New,17,1216.17,243.23,0
ORD-1340,CUST-5756,2024-12-15,Prime Market,Boston,East,Groceries,In-Store,New,7,460.46,115.11,0
ORD-1341,CUST-6235,2024-05-02,Prime Market,Dallas,South,Home Goods,Marketplace,Returning,17,2093.92,376.91,0
ORD-1342,CUST-6046,2025-03-12,Urban Mart,Seattle,West,Home Goods,Wholesale,Returning,2,392.04,70.57,0
ORD-1343,CUST-5747,2024-11-10,Prime Market,New York,East,Beauty,Wholesale,VIP,6,882.09,176.42,0
ORD-1344,CUST-3050,2024-03-10,Value Cart,Miami,South,Groceries,Marketplace,Returning,1,72.78,18.2,0
ORD-1345,CUST-9025,2025-06-22,Urban Mart,New York,East,Groceries,In-Store,New,4,263.12,65.78,0
ORD-1346,CUST-1195,2024-05-30,Urban Mart,New York,East,Electronics,Marketplace,Returning,14,2424.95,533.49,0
ORD-1347,CUST-5066,2024-02-26,Value Cart,Chicago,North,Home Goods,In-Store,VIP,8,1401.84,252.33,1
ORD-1348,CUST-9134,2025-03-15,Urban Mart,Boston,East,Electronics,Wholesale,New,11,1983.72,436.42,0
ORD-1349,CUST-9636,2025-01-07,Trend Hub,Chicago,North,Groceries,Wholesale,New,13,1210.88,302.72,0
ORD-1350,CUST-4236,2025-06-05,Value Cart,Seattle,West,Home Goods,Marketplace,Returning,14,2245.32,404.16,0
ORD-1351,CUST-5892,2025-02-05,Prime Market,Toronto,North,Apparel,Wholesale,Returning,1,151.4,24.22,0
ORD-1352,CUST-7404,2024-12-18,Value Cart,Chicago,North,Beauty,Wholesale,VIP,4,630.83,126.17,0
ORD-1353,CUST-6175,2025-04-18,Value Cart,Dallas,South,Beauty,Online,New,1,76.18,15.24,0
ORD-1354,CUST-9330,2024-09-05,Urban Mart,Toronto,North,Electronics,Online,VIP,10,2473.13,544.09,0
ORD-1355,CUST-8856,2024-11-28,Urban Mart,Los Angeles,West,Home Goods,Marketplace,Returning,17,2726.46,490.76,1
ORD-1356,CUST-5952,2025-02-21,Trend Hub,Boston,East,Groceries,Online,VIP,4,444.02,111.0,1
ORD-1357,CUST-5515,2024-02-06,Value Cart,Seattle,West,Groceries,Wholesale,Returning,8,926.64,231.66,0
ORD-1358,CUST-8639,2024-03-25,Daily Basket,Boston,East,Electronics,Wholesale,VIP,4,1058.51,232.87,0
ORD-1359,CUST-9729,2025-01-30,Trend Hub,Boston,East,Groceries,Marketplace,New,13,923.55,230.89,0
ORD-1360,CUST-7606,2024-04-05,Daily Basket,Miami,South,Apparel,Wholesale,VIP,9,1385.68,221.71,0
ORD-1361,CUST-5296,2025-06-01,Prime Market,Los Angeles,West,Electronics,Marketplace,VIP,5,1230.19,270.64,0
ORD-1362,CUST-2355,2025-05-21,Urban Mart,Toronto,North,Beauty,Wholesale,VIP,10,1577.07,315.41,1
ORD-1363,CUST-2262,2025-01-01,Prime Market,Boston,East,Home Goods,Online,Returning,9,1352.54,243.46,0
ORD-1364,CUST-8583,2024-06-04,Urban Mart,New York,East,Groceries,Wholesale,Returning,6,611.58,152.9,0
ORD-1365,CUST-3545,2025-03-14,Value Cart,Seattle,West,Electronics,Online,Returning,16,3353.4,737.75,0
ORD-1366,CUST-3579,2024-03-18,Trend Hub,Miami,South,Beauty,Online,New,10,761.76,152.35,0
ORD-1367,CUST-7167,2024-04-24,Prime Market,Dallas,South,Apparel,Wholesale,New,5,524.62,83.94,1
ORD-1368,CUST-1123,2024-12-02,Trend Hub,Miami,South,Beauty,Marketplace,New,8,572.31,114.46,0
ORD-1369,CUST-2847,2024-07-02,Prime Market,Miami,South,Beauty,Marketplace,New,7,500.77,100.15,0
ORD-1370,CUST-4791,2024-11-20,Value Cart,Toronto,North,Apparel,Marketplace,Returning,15,1858.08,297.29,0
ORD-1371,CUST-9134,2024-02-23,QuickStop,Los Angeles,West,Home Goods,Online,VIP,11,2348.16,422.67,0
ORD-1372,CUST-9828,2024-06-04,Value Cart,Los Angeles,West,Beauty,In-Store,VIP,17,2151.56,430.31,1
ORD-1373,CUST-2710,2024-07-19,Value Cart,Dallas,South,Apparel,Online,VIP,6,804.82,128.77,0
ORD-1374,CUST-5317,2024-01-09,Urban Mart,Toronto,North,Groceries,Wholesale,New,1,93.14,23.29,0
ORD-1375,CUST-8097,2024-06-08,Urban Mart,Miami,South,Home Goods,Online,VIP,17,2787.05,501.67,0
ORD-1376,CUST-5521,2024-10-02,Value Cart,Toronto,North,Apparel,Online,VIP,13,2143.38,342.94,0
ORD-1377,CUST-4721,2025-06-16,Value Cart,Dallas,South,Beauty,Marketplace,New,8,572.31,114.46,0
ORD-1378,CUST-2678,2025-04-12,Trend Hub,Seattle,West,Apparel,Marketplace,VIP,4,656.1,104.98,0
ORD-1379,CUST-5562,2024-04-19,Prime Market,Toronto,North,Apparel,Online,VIP,12,1978.51,316.56,0
ORD-1380,CUST-7450,2025-01-04,Value Cart,Miami,South,Home Goods,In-Store,Returning,6,684.29,123.17,0
ORD-1381,CUST-4862,2024-12-23,QuickStop,Miami,South,Electronics,Wholesale,New,4,629.54,138.5,0
ORD-1382,CUST-3145,2024-07-06,Value Cart,New York,East,Apparel,Wholesale,New,17,2043.84,327.01,0
ORD-1383,CUST-4742,2024-07-07,Daily Basket,Toronto,North,Groceries,Marketplace,New,11,838.3,209.57,0
ORD-1384,CUST-5671,2025-01-25,Prime Market,Boston,East,Home Goods,Wholesale,New,2,293.88,52.9,0
ORD-1385,CUST-3329,2025-03-03,Value Cart,Toronto,North,Home Goods,Online,New,16,2197.25,395.5,0
ORD-1386,CUST-1295,2024-01-22,Daily Basket,Seattle,West,Home Goods,In-Store,New,15,1897.5,341.55,0
ORD-1387,CUST-3942,2024-05-29,Prime Market,Chicago,North,Apparel,In-Store,VIP,6,860.22,137.64,0
ORD-1388,CUST-9916,2024-02-19,Trend Hub,New York,East,Home Goods,In-Store,VIP,11,1796.85,323.43,0
ORD-1389,CUST-7600,2024-01-25,Value Cart,Boston,East,Groceries,In-Store,New,14,920.92,230.23,0
ORD-1390,CUST-8256,2025-04-06,Trend Hub,Dallas,South,Apparel,Online,VIP,13,1743.77,279.0,0
ORD-1391,CUST-3488,2024-02-07,Urban Mart,Seattle,West,Groceries,Marketplace,Returning,14,1326.78,331.69,0
ORD-1392,CUST-6421,2024-12-24,Daily Basket,Toronto,North,Beauty,Wholesale,VIP,14,2207.9,441.58,0
ORD-1393,CUST-5162,2024-07-09,Trend Hub,Chicago,North,Groceries,In-Store,VIP,1,103.55,25.89,0
ORD-1394,CUST-3432,2024-05-25,QuickStop,Seattle,West,Apparel,Online,VIP,4,698.62,111.78,0
ORD-1395,CUST-4369,2025-05-16,Trend Hub,Dallas,South,Beauty,Wholesale,New,8,699.49,139.9,0
ORD-1396,CUST-4720,2024-10-01,Daily Basket,Toronto,North,Home Goods,Wholesale,Returning,10,1850.43,333.08,0
ORD-1397,CUST-2493,2025-06-11,QuickStop,Dallas,South,Electronics,Marketplace,Returning,17,2569.81,565.36,0
ORD-1398,CUST-6256,2024-03-18,Value Cart,Los Angeles,West,Electronics,Online,VIP,6,1571.91,345.82,0
ORD-1399,CUST-4032,2024-03-31,Urban Mart,Los Angeles,West,Home Goods,Wholesale,Returning,13,2548.26,458.69,1
ORD-1400,CUST-3326,2024-11-23,Urban Mart,Chicago,North,Electronics,Wholesale,Returning,6,1362.59,299.77,0
ORD-1401,CUST-2085,2024-07-26,QuickStop,Toronto,North,Home Goods,Marketplace,New,4,515.88,92.86,0
ORD-1402,CUST-1937,2024-11-17,Prime Market,Dallas,South,Apparel,In-Store,New,13,1033.34,165.33,0
ORD-1403,CUST-9083,2025-02-21,QuickStop,Miami,South,Home Goods,In-Store,VIP,16,2280.96,410.57,1
ORD-1404,CUST-4196,2024-03-03,Value Cart,Boston,East,Groceries,In-Store,New,6,394.68,98.67,0
ORD-1405,CUST-6511,2025-02-07,Trend Hub,Miami,South,Apparel,Marketplace,VIP,5,629.86,100.78,0
ORD-1406,CUST-6898,2024-02-06,Urban Mart,New York,East,Beauty,Online,Returning,11,1127.12,225.42,0
ORD-1407,CUST-9447,2025-03-13,Daily Basket,Los Angeles,West,Apparel,Marketplace,Returning,3,393.66,62.99,0
ORD-1408,CUST-4319,2024-07-20,Prime Market,Los Angeles,West,Home Goods,Marketplace,New,8,1092.96,196.73,0
ORD-1409,CUST-3200,2024-12-29,Trend Hub,Miami,South,Beauty,In-Store,New,11,728.64,145.73,0
ORD-1410,CUST-6287,2024-07-07,QuickStop,Boston,East,Beauty,Online,Returning,5,512.33,102.47,0
ORD-1411,CUST-9912,2024-06-12,QuickStop,New York,East,Groceries,Marketplace,Returning,1,83.4,20.85,0
ORD-1412,CUST-6057,2025-01-16,Daily Basket,Boston,East,Apparel,Online,New,8,837.94,134.07,0
ORD-1413,CUST-9338,2025-01-20,Value Cart,Seattle,West,Electronics,Wholesale,VIP,15,4510.69,992.35,0
ORD-1414,CUST-1327,2024-12-01,Value Cart,Dallas,South,Groceries,Wholesale,VIP,1,111.2,27.8,0
ORD-1415,CUST-9072,2025-01-22,QuickStop,Toronto,North,Beauty,Wholesale,Returning,8,1009.32,201.86,0
ORD-1416,CUST-8991,2024-07-04,Trend Hub,Boston,East,Home Goods,Wholesale,New,9,1322.48,238.05,0
ORD-1417,CUST-2931,2024-02-15,Trend Hub,Toronto,North,Electronics,Marketplace,New,13,2057.65,452.68,0
ORD-1418,CUST-1388,2024-06-17,Daily Basket,New York,East,Electronics,Online,VIP,11,2536.01,557.92,1
ORD-1419,CUST-8850,2025-06-06,QuickStop,Boston,East,Home Goods,Marketplace,New,9,1082.03,194.77,0
ORD-1420,CUST-6382,2024-08-26,Daily Basket,Toronto,North,Apparel,Wholesale,Returning,5,756.99,121.12,0
ORD-1421,CUST-2330,2024-12-03,Urban Mart,Los Angeles,West,Home Goods,In-Store,New,4,506.0,91.08,0
ORD-1422,CUST-9272,2024-06-06,Urban Mart,Miami,South,Beauty,Marketplace,Returning,11,923.79,184.76,1
ORD-1423,CUST-3982,2025-06-05,Prime Market,Toronto,North,Beauty,Online,New,5,468.16,93.63,0
ORD-1424,CUST-6223,2024-04-24,Urban Mart,Toronto,North,Apparel,In-Store,Returning,15,1720.44,275.27,0
ORD-1425,CUST-8491,2024-06-19,Urban Mart,Seattle,West,Beauty,In-Store,New,12,1035.0,207.0,0
ORD-1426,CUST-1622,2024-07-21,Value Cart,Boston,East,Electronics,In-Store,New,12,1639.44,360.68,0
ORD-1427,CUST-1678,2025-06-02,Daily Basket,Miami,South,Electronics,Online,VIP,15,3018.06,663.97,0
ORD-1428,CUST-3112,2024-02-18,QuickStop,Miami,South,Electronics,Wholesale,VIP,13,3002.31,660.51,0
ORD-1429,CUST-4608,2025-02-24,Daily Basket,Miami,South,Groceries,In-Store,New,9,516.67,129.17,0
ORD-1430,CUST-8976,2024-03-23,QuickStop,Boston,East,Electronics,In-Store,Returning,2,320.76,70.57,0
ORD-1431,CUST-3383,2025-05-17,Trend Hub,Boston,East,Groceries,In-Store,New,7,460.46,115.11,0
ORD-1432,CUST-4285,2024-09-09,Daily Basket,Miami,South,Home Goods,Marketplace,New,15,1573.86,283.29,0
ORD-1433,CUST-1880,2025-03-17,Value Cart,Seattle,West,Apparel,Online,Returning,12,1676.7,268.27,0
ORD-1434,CUST-7859,2024-05-09,Value Cart,Miami,South,Electronics,Online,New,6,822.7,180.99,0
ORD-1435,CUST-8598,2024-05-27,Daily Basket,Toronto,North,Electronics,Online,VIP,11,2720.45,598.5,0
ORD-1436,CUST-3318,2024-07-15,Trend Hub,New York,East,Apparel,Online,VIP,17,2612.86,418.06,0
ORD-1437,CUST-5210,2024-10-02,Value Cart,Toronto,North,Beauty,Wholesale,New,14,1504.64,300.93,0
ORD-1438,CUST-3676,2025-05-03,Trend Hub,Dallas,South,Home Goods,Wholesale,Returning,13,1957.06,352.27,0
ORD-1439,CUST-9264,2024-10-19,Daily Basket,Los Angeles,West,Groceries,Marketplace,Returning,8,758.16,189.54,0
ORD-1440,CUST-1606,2024-09-23,Prime Market,Miami,South,Home Goods,Marketplace,Returning,3,369.52,66.51,0
ORD-1441,CUST-9357,2025-02-21,Trend Hub,Toronto,North,Beauty,Marketplace,VIP,2,258.07,51.61,0
ORD-1442,CUST-7815,2025-01-31,Urban Mart,Toronto,North,Beauty,Marketplace,Returning,5,516.13,103.23,0
ORD-1443,CUST-1532,2025-05-02,Value Cart,Boston,East,Apparel,In-Store,VIP,12,1603.8,256.61,0
ORD-1444,CUST-9978,2024-11-17,Prime Market,Chicago,North,Apparel,Wholesale,VIP,7,1324.74,211.96,0
ORD-1445,CUST-5337,2024-01-04,Value Cart,Chicago,North,Home Goods,In-Store,VIP,10,1752.3,315.41,1
ORD-1446,CUST-7481,2024-08-09,Daily Basket,Los Angeles,West,Apparel,In-Store,Returning,11,1336.5,213.84,0
ORD-1447,CUST-1941,2024-06-05,Value Cart,Los Angeles,West,Groceries,Wholesale,New,11,1085.37,271.34,0
ORD-1448,CUST-1813,2024-05-29,QuickStop,Los Angeles,West,Groceries,Wholesale,VIP,6,868.73,217.18,0
ORD-1449,CUST-3662,2024-04-09,Daily Basket,Toronto,North,Groceries,Marketplace,Returning,11,984.09,246.02,0
ORD-1450,CUST-5677,2024-07-04,QuickStop,New York,East,Groceries,Online,VIP,7,777.03,194.26,0
ORD-1451,CUST-4434,2024-06-29,Urban Mart,Chicago,North,Home Goods,Online,New,7,961.3,173.03,0
ORD-1452,CUST-8340,2024-10-03,QuickStop,Seattle,West,Electronics,Online,Returning,1,209.59,46.11,0
ORD-1453,CUST-2684,2025-04-02,Daily Basket,Los Angeles,West,Apparel,Online,VIP,11,1921.22,307.4,0
ORD-1454,CUST-5698,2024-08-07,QuickStop,Toronto,North,Groceries,Marketplace,VIP,12,1341.94,335.49,0
ORD-1455,CUST-7952,2024-12-17,Daily Basket,Chicago,North,Beauty,In-Store,New,1,81.42,16.28,0
ORD-1456,CUST-9462,2025-06-03,Daily Basket,Dallas,South,Home Goods,Marketplace,New,11,1154.17,207.75,0
ORD-1457,CUST-3286,2024-01-31,Value Cart,Boston,East,Groceries,In-Store,VIP,8,772.2,193.05,0
ORD-1458,CUST-3040,2024-02-22,Trend Hub,New York,East,Groceries,In-Store,New,1,65.78,16.45,0
ORD-1459,CUST-3626,2025-06-28,Urban Mart,Toronto,North,Home Goods,Wholesale,VIP,7,1619.13,291.44,0
ORD-1460,CUST-8460,2025-05-13,QuickStop,Miami,South,Groceries,Online,VIP,17,1646.89,411.72,0
ORD-1461,CUST-9182,2024-10-21,Value Cart,Boston,East,Apparel,Wholesale,Returning,1,141.13,22.58,0
